dyad,id_1,id_2,node_1,node_2,dyad_id,sex_1,sex_2,age_1,age_2,family_1,family_2,clique_1,clique_2,pair_type,edge,event_count,age_cat_1,age_cat_2,age_dyad,age_diff,dem_class_1,dem_class_2,dem_dyad,dem_dyad_f,dem_diff,sex_dyad,sex_diff,apart
M2_M40,M2,M40,62,84,5452,M,M,3,6,NA,NA,NA,NA,no_group,0.10209260013477013,6,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,14
M2_M41,M2,M41,62,85,5453,M,M,3,7,NA,NA,NA,NA,no_group,0.20449153470139037,5,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,15
M2_M42,M2,M42,62,86,5454,M,M,3,7,NA,NA,NA,NA,no_group,0.26425739773670825,7,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,13
M2_M43,M2,M43,62,87,5455,M,M,3,7,NA,NA,NA,NA,no_group,0.19046544936713147,4,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,16
M2_M44,M2,M44,62,88,5456,M,M,3,7,NA,NA,NA,NA,no_group,0.18314867455595085,1,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,19
M2_M45,M2,M45,62,89,5457,M,M,3,7,NA,NA,NA,NA,no_group,0.24799817082661962,3,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,17
M2_M46,M2,M46,62,90,5458,M,M,3,7,NA,NA,NA,NA,no_group,0.18679704006892303,1,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,19
M2_M47,M2,M47,62,91,5459,M,M,3,7,NA,NA,NA,NA,no_group,0.2007880604420561,0,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,20
M2_M48,M2,M48,62,92,5460,M,M,3,7,NA,NA,NA,NA,no_group,0.3315445007516488,1,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,19
M2_M49,M2,M49,62,93,5461,M,M,3,7,NA,NA,NA,NA,no_group,0.2050405946523277,3,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,17
M2_M50,M2,M50,62,95,5463,M,M,3,7,NA,NA,NA,NA,no_group,0.20511605714584397,5,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,15
F1_M2,F1,M2,1,61,61,F,M,3,3,NA,NA,6,NA,no_group,0.15321913205000104,2,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,18
F2_M2,F2,M2,12,61,1304,F,M,3,3,NA,NA,3,NA,no_group,0.21098986360817548,4,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,16
F3_M2,F3,M2,23,61,2426,F,M,3,3,NA,NA,8,NA,no_group,0.21774789099655198,5,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,15
F4_M2,F4,M2,34,61,3427,F,M,3,3,NA,NA,2,NA,no_group,0.26625399885314,7,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,13
F5_M2,F5,M2,45,61,4307,F,M,3,3,NA,NA,4,NA,no_group,0.17121168867124373,3,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,17
F6_M2,F6,M2,47,61,4454,F,M,3,3,NA,NA,8,NA,no_group,0.25499873630814957,5,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,15
F7_M2,F7,M2,48,61,4526,F,M,3,3,NA,NA,2,NA,no_group,0.1610792684351884,1,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,19
F8_M2,F8,M2,49,61,4597,F,M,3,3,NA,NA,5,NA,no_group,0.2444640522315739,6,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,14
F9_M2,F9,M2,50,61,4667,F,M,3,3,NA,NA,3,NA,no_group,0.21657105720769712,3,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,17
F10_M2,F10,M2,2,61,179,F,M,3,3,NA,NA,8,NA,no_group,0.15772965830880967,1,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,19
F11_M2,F11,M2,3,61,296,F,M,4,3,NA,NA,8,NA,no_group,0.16538260435345206,2,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,18
F12_M2,F12,M2,4,61,412,F,M,4,3,NA,NA,2,NA,no_group,0.1835995833343246,2,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,18
F13_M2,F13,M2,5,61,527,F,M,4,3,U14,NA,6,NA,no_group,0.13730454822757424,3,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,17
F14_M2,F14,M2,6,61,641,F,M,4,3,NA,NA,3,NA,no_group,0.19321437806626357,7,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,13
F15_M2,F15,M2,7,61,754,F,M,4,3,U5,NA,6,NA,no_group,0.2560542439245122,8,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,12
F16_M2,F16,M2,8,61,866,F,M,4,3,NA,NA,7,NA,no_group,0.19463183132437759,3,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,17
F17_M2,F17,M2,9,61,977,F,M,4,3,NA,NA,6,NA,no_group,0.2379586237164697,5,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,15
F18_M2,F18,M2,10,61,1087,F,M,4,3,NA,NA,2,NA,no_group,0.2545432521182313,7,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,13
F19_M2,F19,M2,11,61,1196,F,M,4,3,U4,NA,1,NA,no_group,0.15155363945918598,4,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,16
F20_M2,F20,M2,13,61,1411,F,M,4,3,U13,NA,8,NA,no_group,0.23139657991460846,5,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,15
F21_M2,F21,M2,14,61,1517,F,M,5,3,U2,NA,8,NA,no_group,0.11720804755133127,3,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,17
F22_M2,F22,M2,15,61,1622,F,M,5,3,NA,NA,7,NA,no_group,0.18336081016426167,2,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,18
F23_M2,F23,M2,16,61,1726,F,M,5,3,U16,NA,6,NA,no_group,0.24557469745527932,7,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,13
F24_M2,F24,M2,17,61,1829,F,M,5,3,NA,NA,6,NA,no_group,0.17434329349112265,4,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,16
F25_M2,F25,M2,18,61,1931,F,M,5,3,U6,NA,1,NA,no_group,0.17170241684952364,2,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,18
F26_M2,F26,M2,19,61,2032,F,M,5,3,NA,NA,4,NA,no_group,0.15246918279170935,1,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,19
F27_M2,F27,M2,20,61,2132,F,M,5,3,U8,NA,4,NA,no_group,0.13210443125294158,3,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,17
F28_M2,F28,M2,21,61,2231,F,M,5,3,NA,NA,8,NA,no_group,0.25110865622683187,6,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,14
F29_M2,F29,M2,22,61,2329,F,M,5,3,U7,NA,2,NA,no_group,0.3021029159883058,4,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,16
F30_M2,F30,M2,24,61,2522,F,M,5,3,NA,NA,4,NA,no_group,0.19090528984669472,4,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,16
F31_M2,F31,M2,25,61,2617,F,M,6,3,NA,NA,3,NA,no_group,0.16844014614090771,4,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,16
F32_M2,F32,M2,26,61,2711,F,M,6,3,NA,NA,1,NA,no_group,0.1896923077143655,3,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,17
F33_M2,F33,M2,27,61,2804,F,M,6,3,NA,NA,6,NA,no_group,0.2027079167452938,2,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,18
F34_M2,F34,M2,28,61,2896,F,M,6,3,NA,NA,5,NA,no_group,0.23339861473989035,8,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,12
F35_M2,F35,M2,29,61,2987,F,M,6,3,NA,NA,8,NA,no_group,0.13092453669949813,5,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,15
F36_M2,F36,M2,30,61,3077,F,M,6,3,U12,NA,4,NA,no_group,0.1598227076571519,4,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,16
F37_M2,F37,M2,31,61,3166,F,M,6,3,U17,NA,2,NA,no_group,0.16148776091891587,3,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,17
F38_M2,F38,M2,32,61,3254,F,M,6,3,U19,NA,7,NA,no_group,0.15762168866987092,4,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,16
F39_M2,F39,M2,33,61,3341,F,M,6,3,NA,NA,8,NA,no_group,0.24050881122058984,3,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,17
F40_M2,F40,M2,35,61,3512,F,M,6,3,NA,NA,8,NA,no_group,0.21744158891418025,2,A,P,A_P,3,AF,PM,AF_PM,6,1,F_M,1,18
F41_M2,F41,M2,36,61,3596,F,M,7,3,U9,NA,6,NA,no_group,0.28996639732434576,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
F42_M2,F42,M2,37,61,3679,F,M,7,3,U18,NA,8,NA,no_group,0.20095727557322543,4,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,16
F43_M2,F43,M2,38,61,3761,F,M,7,3,U10,NA,2,NA,no_group,0.18053888446390415,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
F44_M2,F44,M2,39,61,3842,F,M,7,3,U15,NA,4,NA,no_group,0.14327495587339373,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
F45_M2,F45,M2,40,61,3922,F,M,7,3,NA,NA,3,NA,no_group,0.23268235634330225,2,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,18
F46_M2,F46,M2,41,61,4001,F,M,7,3,U11,NA,4,NA,no_group,0.1129796992102249,4,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,16
F47_M2,F47,M2,42,61,4079,F,M,7,3,NA,NA,1,NA,no_group,0.21083619248417507,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
F48_M2,F48,M2,43,61,4156,F,M,7,3,U3,NA,8,NA,no_group,0.1480488210543804,2,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,18
F49_M2,F49,M2,44,61,4232,F,M,7,3,U20,NA,1,NA,no_group,0.24595647264446346,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
F50_M2,F50,M2,46,61,4381,F,M,7,3,U1,NA,4,NA,no_group,0.22422981607195097,5,A,P,A_P,4,AF,PM,AF_PM,6,1,F_M,1,15
M2_U1,M2,U1,62,100,5468,M,U,3,1,NA,F50,NA,4,no_group,0.20669911000511362,5,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,15
M2_U2,M2,U2,62,111,5479,M,U,3,1,NA,F21,NA,8,no_group,0.1591512321665347,2,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,18
M2_U3,M2,U3,62,113,5481,M,U,3,1,NA,F48,NA,8,no_group,0.2734851266771925,6,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,14
M2_U4,M2,U4,62,114,5482,M,U,3,1,NA,F19,NA,1,no_group,0.25479169179654837,6,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,14
M2_U5,M2,U5,62,115,5483,M,U,3,1,NA,F15,NA,6,no_group,0.17355515634027746,1,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,19
M2_U6,M2,U6,62,116,5484,M,U,3,1,NA,F25,NA,1,no_group,0.156937891152852,2,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,18
M2_U7,M2,U7,62,117,5485,M,U,3,1,NA,F29,NA,2,no_group,0.187966246472273,3,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,17
M2_U8,M2,U8,62,118,5486,M,U,3,1,NA,F27,NA,4,no_group,0.22728715552518058,4,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,16
M2_U9,M2,U9,62,119,5487,M,U,3,1,NA,F41,NA,6,no_group,0.14206996515177014,2,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,18
M2_U10,M2,U10,62,101,5469,M,U,3,1,NA,F43,NA,2,no_group,0.21215144182498077,2,P,C,P_C,2,PM,CU,PM_CU,19,1,M_U,1,18
M2_U11,M2,U11,62,102,5470,M,U,3,2,NA,F46,NA,4,no_group,0.16216202535397986,4,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,16
M2_U12,M2,U12,62,103,5471,M,U,3,2,NA,F36,NA,4,no_group,0.15400359271539868,2,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,18
M2_U13,M2,U13,62,104,5472,M,U,3,2,NA,F20,NA,8,no_group,0.23200712463606293,4,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,16
M2_U14,M2,U14,62,105,5473,M,U,3,2,NA,F13,NA,6,no_group,0.2363437891321122,7,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,13
M2_U15,M2,U15,62,106,5474,M,U,3,2,NA,F44,NA,4,no_group,0.20063335332658816,8,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,12
M2_U16,M2,U16,62,107,5475,M,U,3,2,NA,F23,NA,6,no_group,0.17282930948045752,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M2_U17,M2,U17,62,108,5476,M,U,3,2,NA,F37,NA,2,no_group,0.19251563399954402,3,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,17
M2_U18,M2,U18,62,109,5477,M,U,3,2,NA,F42,NA,8,no_group,0.20247964541483693,5,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,15
M2_U19,M2,U19,62,110,5478,M,U,3,2,NA,F38,NA,7,no_group,0.2946881956946753,5,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,15
M2_U20,M2,U20,62,112,5480,M,U,3,2,NA,F49,NA,1,no_group,0.22327365142588823,2,P,J,P_J,1,PM,JU,PM_JU,20,1,M_U,1,18
M3_M4,M3,M4,73,83,6023,M,M,3,3,NA,NA,NA,NA,no_group,0.1794914782147724,5,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,15
M3_M5,M3,M5,73,94,6034,M,M,3,3,NA,NA,NA,NA,no_group,0.3481770275956842,9,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,11
M3_M6,M3,M6,73,96,6036,M,M,3,3,NA,NA,NA,NA,no_group,0.1454037369699149,1,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,19
M3_M7,M3,M7,73,97,6037,M,M,3,3,NA,NA,NA,NA,no_group,0.19438664431642588,2,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,18
M3_M8,M3,M8,73,98,6038,M,M,3,3,NA,NA,NA,NA,no_group,0.180297306511225,2,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,18
M3_M9,M3,M9,73,99,6039,M,M,3,3,NA,NA,NA,NA,no_group,0.1649352278135826,4,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,16
M10_M3,M10,M3,52,72,4815,M,M,3,3,NA,NA,NA,NA,no_group,0.11869763254917998,1,P,P,P_P,0,PM,PM,PM_PM,21,0,M_M,0,19
M11_M3,M11,M3,53,72,4882,M,M,4,3,NA,NA,NA,NA,no_group,0.15369614511976462,2,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,18
M12_M3,M12,M3,54,72,4948,M,M,4,3,NA,NA,NA,NA,no_group,0.2258754002759317,5,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,15
M13_M3,M13,M3,55,72,5013,M,M,4,3,NA,NA,NA,NA,no_group,0.2427009349961199,8,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,12
M14_M3,M14,M3,56,72,5077,M,M,4,3,NA,NA,NA,NA,no_group,0.2778385202569822,5,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,15
M15_M3,M15,M3,57,72,5140,M,M,4,3,NA,NA,NA,NA,no_group,0.23279598527002143,7,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,13
M16_M3,M16,M3,58,72,5202,M,M,4,3,NA,NA,NA,NA,no_group,0.2699942485182115,4,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,16
M17_M3,M17,M3,59,72,5263,M,M,4,3,NA,NA,NA,NA,no_group,0.23283258318361183,5,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,15
M18_M3,M18,M3,60,72,5323,M,M,4,3,NA,NA,NA,NA,no_group,0.22659395867239712,3,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,17
M19_M3,M19,M3,61,72,5382,M,M,4,3,NA,NA,NA,NA,no_group,0.15617279437093506,1,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,19
M20_M3,M20,M3,63,72,5497,M,M,4,3,NA,NA,NA,NA,no_group,0.2747992333165161,5,P,P,P_P,1,PM,PM,PM_PM,21,0,M_M,0,15
M21_M3,M21,M3,64,72,5553,M,M,5,3,NA,NA,NA,NA,no_group,0.3189213852982017,8,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,12
M22_M3,M22,M3,65,72,5608,M,M,5,3,NA,NA,NA,NA,no_group,0.23352465902700134,3,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,17
M23_M3,M23,M3,66,72,5662,M,M,5,3,NA,NA,NA,NA,no_group,0.223649463643535,9,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,11
M24_M3,M24,M3,67,72,5715,M,M,5,3,NA,NA,NA,NA,no_group,0.26359233640315705,1,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,19
M25_M3,M25,M3,68,72,5767,M,M,5,3,NA,NA,NA,NA,no_group,0.22763129640307508,4,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,16
M26_M3,M26,M3,69,72,5818,M,M,5,3,NA,NA,NA,NA,no_group,0.2249221855789354,5,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,15
M27_M3,M27,M3,70,72,5868,M,M,5,3,NA,NA,NA,NA,no_group,0.3333974630755622,8,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,12
M28_M3,M28,M3,71,72,5917,M,M,5,3,NA,NA,NA,NA,no_group,0.2346575557479985,7,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,13
M29_M3,M29,M3,72,72,5965,M,M,5,3,NA,NA,NA,NA,no_group,0.23175280242393342,4,A,P,A_P,2,AM,PM,AM_PM,11,1,M_M,0,16
M3_M30,M3,M30,73,73,6013,M,M,3,5,NA,NA,NA,NA,no_group,0.18078641323584774,3,P,A,A_P,2,PM,AM,AM_PM,11,1,M_M,0,17
M3_M31,M3,M31,73,74,6014,M,M,3,6,NA,NA,NA,NA,no_group,0.2717082552322277,6,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,14
M3_M32,M3,M32,73,75,6015,M,M,3,6,NA,NA,NA,NA,no_group,0.23713929315999388,8,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,12
M3_M33,M3,M33,73,76,6016,M,M,3,6,NA,NA,NA,NA,no_group,0.19389720464711466,4,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,16
M3_M34,M3,M34,73,77,6017,M,M,3,6,NA,NA,NA,NA,no_group,0.1909733090747088,1,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,19
M3_M35,M3,M35,73,78,6018,M,M,3,6,NA,NA,NA,NA,no_group,0.13076629129807632,3,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,17
M3_M36,M3,M36,73,79,6019,M,M,3,6,NA,NA,NA,NA,no_group,0.23809200016825074,8,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,12
M3_M37,M3,M37,73,80,6020,M,M,3,6,NA,NA,NA,NA,no_group,0.2567034187540996,3,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,17
M3_M38,M3,M38,73,81,6021,M,M,3,6,NA,NA,NA,NA,no_group,0.21967318665387675,5,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,15
M3_M39,M3,M39,73,82,6022,M,M,3,6,NA,NA,NA,NA,no_group,0.19445623226435577,1,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,19
M3_M40,M3,M40,73,84,6024,M,M,3,6,NA,NA,NA,NA,no_group,0.1154985125230266,2,P,A,A_P,3,PM,AM,AM_PM,11,1,M_M,0,18
M3_M41,M3,M41,73,85,6025,M,M,3,7,NA,NA,NA,NA,no_group,0.13624098935457665,1,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,19
M3_M42,M3,M42,73,86,6026,M,M,3,7,NA,NA,NA,NA,no_group,0.2813874907014223,5,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,15
M3_M43,M3,M43,73,87,6027,M,M,3,7,NA,NA,NA,NA,no_group,0.1776112242255766,8,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,12
M3_M44,M3,M44,73,88,6028,M,M,3,7,NA,NA,NA,NA,no_group,0.2237462096839897,3,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,17
M3_M45,M3,M45,73,89,6029,M,M,3,7,NA,NA,NA,NA,no_group,0.20183153854431704,6,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,14
M3_M46,M3,M46,73,90,6030,M,M,3,7,NA,NA,NA,NA,no_group,0.2326552067405214,5,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,15
M3_M47,M3,M47,73,91,6031,M,M,3,7,NA,NA,NA,NA,no_group,0.14534242257980745,2,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,18
M3_M48,M3,M48,73,92,6032,M,M,3,7,NA,NA,NA,NA,no_group,0.1766820799372748,3,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,17
M3_M49,M3,M49,73,93,6033,M,M,3,7,NA,NA,NA,NA,no_group,0.0974473304158235,0,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,20
M3_M50,M3,M50,73,95,6035,M,M,3,7,NA,NA,NA,NA,no_group,0.21936952959917674,3,P,A,A_P,4,PM,AM,AM_PM,11,1,M_M,0,17
F1_M3,F1,M3,1,72,72,F,M,3,3,NA,NA,6,NA,no_group,0.18801340465481703,4,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,16
F2_M3,F2,M3,12,72,1315,F,M,3,3,NA,NA,3,NA,no_group,0.20115614249857217,4,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,16
F3_M3,F3,M3,23,72,2437,F,M,3,3,NA,NA,8,NA,no_group,0.24626002527978227,4,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,16
F4_M3,F4,M3,34,72,3438,F,M,3,3,NA,NA,2,NA,no_group,0.2208886802101256,8,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,12
F5_M3,F5,M3,45,72,4318,F,M,3,3,NA,NA,4,NA,no_group,0.2480258685387891,5,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,15
F6_M3,F6,M3,47,72,4465,F,M,3,3,NA,NA,8,NA,no_group,0.1826162680449152,4,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,16
F7_M3,F7,M3,48,72,4537,F,M,3,3,NA,NA,2,NA,no_group,0.19072554855009127,0,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,20
F8_M3,F8,M3,49,72,4608,F,M,3,3,NA,NA,5,NA,no_group,0.2325296938913356,6,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,14
F9_M3,F9,M3,50,72,4678,F,M,3,3,NA,NA,3,NA,no_group,0.24088301643823906,2,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,18
F10_M3,F10,M3,2,72,190,F,M,3,3,NA,NA,8,NA,no_group,0.24749942385507664,5,P,P,P_P,0,PF,PM,PF_PM,18,1,F_M,1,15
F11_M3,F11,M3,3,72,307,F,M,4,3,NA,NA,8,NA,no_group,0.15323948448544011,3,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,17
F12_M3,F12,M3,4,72,423,F,M,4,3,NA,NA,2,NA,no_group,0.29155884801199355,5,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,15
F13_M3,F13,M3,5,72,538,F,M,4,3,U14,NA,6,NA,no_group,0.08981543086710064,2,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,18
F14_M3,F14,M3,6,72,652,F,M,4,3,NA,NA,3,NA,no_group,0.2558936018613222,2,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,18
F15_M3,F15,M3,7,72,765,F,M,4,3,U5,NA,6,NA,no_group,0.4332301193828018,7,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,13
F16_M3,F16,M3,8,72,877,F,M,4,3,NA,NA,7,NA,no_group,0.17065845242829764,2,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,18
F17_M3,F17,M3,9,72,988,F,M,4,3,NA,NA,6,NA,no_group,0.19345323438051668,2,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,18
F18_M3,F18,M3,10,72,1098,F,M,4,3,NA,NA,2,NA,no_group,0.22504056586089546,4,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,16
F19_M3,F19,M3,11,72,1207,F,M,4,3,U4,NA,1,NA,no_group,0.16724631666460935,4,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,16
F20_M3,F20,M3,13,72,1422,F,M,4,3,U13,NA,8,NA,no_group,0.2351620580529422,1,P,P,P_P,1,PF,PM,PF_PM,18,1,F_M,1,19
F21_M3,F21,M3,14,72,1528,F,M,5,3,U2,NA,8,NA,no_group,0.19044254740091707,7,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,13
F22_M3,F22,M3,15,72,1633,F,M,5,3,NA,NA,7,NA,no_group,0.26743390422167207,7,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,13
F23_M3,F23,M3,16,72,1737,F,M,5,3,U16,NA,6,NA,no_group,0.13010627635298877,2,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,18
F24_M3,F24,M3,17,72,1840,F,M,5,3,NA,NA,6,NA,no_group,0.17413508354755092,5,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,15
F25_M3,F25,M3,18,72,1942,F,M,5,3,U6,NA,1,NA,no_group,0.2583237195164725,6,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,14
F26_M3,F26,M3,19,72,2043,F,M,5,3,NA,NA,4,NA,no_group,0.23452946839142705,3,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,17
F27_M3,F27,M3,20,72,2143,F,M,5,3,U8,NA,4,NA,no_group,0.20783975334222432,6,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,14
F28_M3,F28,M3,21,72,2242,F,M,5,3,NA,NA,8,NA,no_group,0.17719846265204878,3,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,17
F29_M3,F29,M3,22,72,2340,F,M,5,3,U7,NA,2,NA,no_group,0.21754016145879676,7,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,13
F30_M3,F30,M3,24,72,2533,F,M,5,3,NA,NA,4,NA,no_group,0.21756603811035574,3,A,P,A_P,2,AF,PM,AF_PM,6,1,F_M,1,17
